"Screen_Tech","Star Rating Index","screensize (inch)"
"LCD (LED)",2.550558768,54.64488188976378
"LCD (LED)",2.566973557,97.48188976377953
"LCD (LED)",2.569989334,54.61062992125985
"LCD (LED)",2.599824991,74.54251968503937
"LCD (LED)",2.616978773,74.54251968503937
"LCD (LED)",2.61771067,64.51889763779526
"LCD (LED)",2.628229274,54.63897637795275
"LCD (LED)",2.657794628,84.56023622047243
"LCD (LED)",2.684894805,64.52637795275591
"LCD (LED)",2.68668881,42.5
"LCD (LED)",2.690493497,42.514566929133856
"LCD (LED)",2.713677306,64.52637795275591
"LCD (LED)",2.716017948,84.56023622047243
"LCD (LED)",2.759155637,74.52992125984252
"LCD (LED)",2.759398017,49.49803149606299
"LCD (LED)",2.805651831,74.54251968503937
"LCD (LED)",2.824204819,42.5
"LCD (LED)",2.836624041,64.52637795275591
"LCD (LED)",2.841647366,74.54251968503937
"LCD (LED)",2.857032907,54.64488188976378
"LCD (LED)",2.857885169,49.5003937007874
"LCD (LED)",2.860429781,64.52637795275591
"LCD (LED)",2.872126561,69.51574803149606
"LCD (LED)",2.873382391,74.54251968503937
"LCD (LED)",2.889684564,54.64488188976378
"LCD (LED)",2.891490947,85.60039370078741
"LCD (LED)",2.898288906,64.4996062992126
"LCD (LED)",2.902396564,64.52637795275591
"LCD (LED)",2.90534375,74.54251968503937
"LCD (LED)",2.919161423,54.61062992125985
"LCD (LED)",2.926601218,64.5259842519685
"LCD (LED)",2.938633259,84.56023622047243
"LCD (LED)",2.953147993,84.56023622047243
"LCD (LED)",3.005399351,74.52992125984252
"LCD (LED)",3.005558703,42.5
"LCD (LED)",3.008043456,64.4996062992126
"LCD (LED)",3.008929259,74.51732283464567
"LCD (LED)",3.00936339,42.514566929133856
"LCD (LED)",3.010877407,54.61062992125985
"LCD (LED)",3.015355022,54.63897637795275
"LCD (LED)",3.018328124,64.52637795275591
"LCD (LED)",3.018797767,42.5
"LCD (LED)",3.019679828,97.52047244094489
"LCD (LED)",3.032234214,54.63897637795275
"LCD (LED)",3.035437845,74.54330708661418
"LCD (LED)",3.0369564,64.5259842519685
"LCD (LED)",3.044945961,84.56023622047243
"LCD (LED)",3.070200071,64.4996062992126
"LCD (LED)",3.072148637,42.5
"LCD (LED)",3.108987338,54.63897637795275
"LCD (LED)",3.110940949,26.99527559055118
"LCD (LED)",3.153125671,74.52992125984252
"LCD (LED)",3.167068799,42.5
"LCD (LED)",3.168543337,54.64488188976378
"LCD (LED)",3.169606506,54.63897637795275
"LCD (LED)",3.170463908,54.587007874015754
"LCD (LED)",3.178333714,54.63897637795275
"LCD (LED)",3.180715174,85.60039370078741
